Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
11315,106.372,106.3711,0.000895,0.23 LSB,PASS
11316,106.3767,106.375,0.001689,0.43 LSB,PASS
11317,106.3814,106.3828,0.001423,0.36 LSB,PASS
11318,106.3861,106.3867,0.000629,0.16 LSB,PASS
11319,106.3908,106.3906,0.000164,0.04 LSB,PASS
11320,106.3955,106.3945,0.000957,0.25 LSB,PASS
11321,106.4002,106.3984,0.00175,0.45 LSB,PASS
11322,106.4049,106.4062,0.001363,0.35 LSB,PASS
11323,106.4096,106.4102,0.00057,0.15 LSB,PASS
11324,106.4143,106.4141,0.000222,0.06 LSB,PASS
11325,106.419,106.418,0.001015,0.26 LSB,PASS
11326,106.4237,106.4219,0.001807,0.46 LSB,PASS
11327,106.4284,106.4297,0.001308,0.33 LSB,PASS
11328,106.4331,106.4336,0.000516,0.13 LSB,PASS
11329,106.4378,106.4375,0.000275,0.07 LSB,PASS
11330,106.4425,106.4414,0.001066,0.27 LSB,PASS
11331,106.4472,106.4492,0.002049,0.52 LSB,PASS
11332,106.4519,106.4531,0.001258,0.32 LSB,PASS
11333,106.4566,106.457,0.000467,0.12 LSB,PASS
11334,106.4613,106.4609,0.000323,0.08 LSB,PASS
11335,106.466,106.4648,0.001113,0.28 LSB,PASS
11336,106.4707,106.4727,0.002003,0.51 LSB,PASS
11337,106.4753,106.4766,0.001213,0.31 LSB,PASS
11338,106.48,106.4805,0.000424,0.11 LSB,PASS
11339,106.4847,106.4844,0.000366,0.09 LSB,PASS
11340,106.4894,106.4883,0.001155,0.30 LSB,PASS
11341,106.4941,106.4961,0.001962,0.50 LSB,PASS
11342,106.4988,106.5,0.001174,0.30 LSB,PASS
11343,106.5035,106.5039,0.000385,0.10 LSB,PASS
11344,106.5082,106.5078,0.000403,0.10 LSB,PASS
11345,106.5129,106.5117,0.001191,0.30 LSB,PASS
11346,106.5176,106.5195,0.001927,0.49 LSB,PASS
11347,106.5223,106.5234,0.001139,0.29 LSB,PASS
11348,106.527,106.5273,0.000352,0.09 LSB,PASS
11349,106.5317,106.5312,0.000435,0.11 LSB,PASS
11350,106.5364,106.5352,0.001223,0.31 LSB,PASS
11351,106.5411,106.543,0.001897,0.49 LSB,PASS
11352,106.5458,106.5469,0.00111,0.28 LSB,PASS
11353,106.5505,106.5508,0.000324,0.08 LSB,PASS
11354,106.5552,106.5547,0.000463,0.12 LSB,PASS
11355,106.5598,106.5586,0.001249,0.32 LSB,PASS
11356,106.5645,106.5664,0.001872,0.48 LSB,PASS
11357,106.5692,106.5703,0.001086,0.28 LSB,PASS
11358,106.5739,106.5742,0.000301,0.08 LSB,PASS
11359,106.5786,106.5781,0.000484,0.12 LSB,PASS
11360,106.5833,106.582,0.00127,0.32 LSB,PASS
11361,106.588,106.5898,0.001852,0.47 LSB,PASS
11362,106.5927,106.5938,0.001067,0.27 LSB,PASS
11363,106.5974,106.5977,0.000283,0.07 LSB,PASS
11364,106.6021,106.6016,0.000501,0.13 LSB,PASS
11365,106.6068,106.6055,0.001285,0.33 LSB,PASS
11366,106.6114,106.6133,0.001837,0.47 LSB,PASS
11367,106.6161,106.6172,0.001054,0.27 LSB,PASS
11368,106.6208,106.6211,0.00027,0.07 LSB,PASS
11369,106.6255,106.625,0.000513,0.13 LSB,PASS
11370,106.6302,106.6289,0.001296,0.33 LSB,PASS
11371,106.6349,106.6367,0.001828,0.47 LSB,PASS
11372,106.6396,106.6406,0.001045,0.27 LSB,PASS
11373,106.6443,106.6445,0.000263,0.07 LSB,PASS
11374,106.649,106.6484,0.000519,0.13 LSB,PASS
11375,106.6536,106.6523,0.001301,0.33 LSB,PASS
11376,106.6583,106.6602,0.001823,0.47 LSB,PASS
11377,106.663,106.6641,0.001042,0.27 LSB,PASS
11378,106.6677,106.668,0.00026,0.07 LSB,PASS
11379,106.6724,106.6719,0.000521,0.13 LSB,PASS
11380,106.6771,106.6758,0.001302,0.33 LSB,PASS
11381,106.6818,106.6836,0.001824,0.47 LSB,PASS
11382,106.6865,106.6875,0.001044,0.27 LSB,PASS
11383,106.6911,106.6914,0.000263,0.07 LSB,PASS
11384,106.6958,106.6953,0.000517,0.13 LSB,PASS
11385,106.7005,106.6992,0.001297,0.33 LSB,PASS
11386,106.7052,106.707,0.00183,0.47 LSB,PASS
11387,106.7099,106.7109,0.00105,0.27 LSB,PASS
11388,106.7146,106.7148,0.000271,0.07 LSB,PASS
11389,106.7193,106.7188,0.000508,0.13 LSB,PASS
11390,106.7239,106.7227,0.001287,0.33 LSB,PASS
11391,106.7286,106.7305,0.001841,0.47 LSB,PASS
11392,106.7333,106.7344,0.001062,0.27 LSB,PASS
11393,106.738,106.7383,0.000284,0.07 LSB,PASS
11394,106.7427,106.7422,0.000494,0.13 LSB,PASS
11395,106.7474,106.7461,0.001272,0.33 LSB,PASS
11396,106.752,106.7539,0.001857,0.48 LSB,PASS
11397,106.7567,106.7578,0.00108,0.28 LSB,PASS
11398,106.7614,106.7617,0.000302,0.08 LSB,PASS
11399,106.7661,106.7656,0.000474,0.12 LSB,PASS
11400,106.7708,106.7695,0.001251,0.32 LSB,PASS
11401,106.7755,106.7773,0.001878,0.48 LSB,PASS
11402,106.7801,106.7812,0.001102,0.28 LSB,PASS
11403,106.7848,106.7852,0.000326,0.08 LSB,PASS
11404,106.7895,106.7891,0.00045,0.12 LSB,PASS
11405,106.7942,106.793,0.001226,0.31 LSB,PASS
11406,106.7989,106.8008,0.001905,0.49 LSB,PASS
11407,106.8036,106.8047,0.00113,0.29 LSB,PASS
11408,106.8082,106.8086,0.000354,0.09 LSB,PASS
11409,106.8129,106.8125,0.000421,0.11 LSB,PASS
11410,106.8176,106.8164,0.001195,0.31 LSB,PASS
11411,106.8223,106.8242,0.001936,0.50 LSB,PASS
11412,106.827,106.8281,0.001162,0.30 LSB,PASS
11413,106.8316,106.832,0.000388,0.10 LSB,PASS
11414,106.8363,106.8359,0.000386,0.10 LSB,PASS
11415,106.841,106.8398,0.00116,0.30 LSB,PASS
11416,106.8457,106.8477,0.001973,0.51 LSB,PASS
11417,106.8504,106.8516,0.0012,0.31 LSB,PASS
11418,106.855,106.8555,0.000427,0.11 LSB,PASS
11419,106.8597,106.8594,0.000346,0.09 LSB,PASS
11420,106.8644,106.8633,0.001119,0.29 LSB,PASS
11421,106.8691,106.8711,0.002015,0.52 LSB,PASS
11422,106.8738,106.875,0.001243,0.32 LSB,PASS
11423,106.8784,106.8789,0.000471,0.12 LSB,PASS
11424,106.8831,106.8828,0.000301,0.08 LSB,PASS
11425,106.8878,106.8867,0.001073,0.27 LSB,PASS
11426,106.8925,106.8945,0.002062,0.53 LSB,PASS
11427,106.8971,106.8984,0.001291,0.33 LSB,PASS
11428,106.9018,106.9023,0.00052,0.13 LSB,PASS
11429,106.9065,106.9062,0.000251,0.06 LSB,PASS
11430,106.9112,106.9102,0.001022,0.26 LSB,PASS
11431,106.9159,106.9141,0.001792,0.46 LSB,PASS
11432,106.9205,106.9219,0.001344,0.34 LSB,PASS
11433,106.9252,106.9258,0.000574,0.15 LSB,PASS
11434,106.9299,106.9297,0.000196,0.05 LSB,PASS
11435,106.9346,106.9336,0.000966,0.25 LSB,PASS
11436,106.9392,106.9375,0.001735,0.44 LSB,PASS
11437,106.9439,106.9453,0.001402,0.36 LSB,PASS
11438,106.9486,106.9492,0.000633,0.16 LSB,PASS
11439,106.9533,106.9531,0.000136,0.03 LSB,PASS
11440,106.9579,106.957,0.000904,0.23 LSB,PASS
11441,106.9626,106.9609,0.001673,0.43 LSB,PASS
11442,106.9673,106.9688,0.001465,0.38 LSB,PASS
11443,106.972,106.9727,0.000697,0.18 LSB,PASS
11444,106.9766,106.9766,0.00007,0.02 LSB,PASS
11445,106.9813,106.9805,0.000838,0.21 LSB,PASS
11446,106.986,106.9844,0.001605,0.41 LSB,PASS
11447,106.9907,106.9922,0.001534,0.39 LSB,PASS
11448,106.9953,106.9961,0.000767,0.20 LSB,PASS
11449,107,107,0,0.00 LSB,PASS
11450,107.0047,107.0039,0.000767,0.20 LSB,PASS
11451,107.0093,107.0078,0.001533,0.39 LSB,PASS
11452,107.014,107.0156,0.001607,0.41 LSB,PASS
11453,107.0187,107.0195,0.000841,0.22 LSB,PASS
11454,107.0234,107.0234,0.000076,0.02 LSB,PASS
11455,107.028,107.0273,0.00069,0.18 LSB,PASS
11456,107.0327,107.0312,0.001455,0.37 LSB,PASS
11457,107.0374,107.0391,0.001686,0.43 LSB,PASS
11458,107.042,107.043,0.000921,0.24 LSB,PASS
11459,107.0467,107.0469,0.000156,0.04 LSB,PASS
11460,107.0514,107.0508,0.000608,0.16 LSB,PASS
11461,107.0561,107.0547,0.001373,0.35 LSB,PASS
11462,107.0607,107.0625,0.00177,0.45 LSB,PASS
11463,107.0654,107.0664,0.001006,0.26 LSB,PASS
11464,107.0701,107.0703,0.000242,0.06 LSB,PASS
11465,107.0747,107.0742,0.000522,0.13 LSB,PASS
11466,107.0794,107.0781,0.001285,0.33 LSB,PASS
11467,107.0841,107.0859,0.001858,0.48 LSB,PASS
11468,107.0887,107.0898,0.001096,0.28 LSB,PASS
11469,107.0934,107.0938,0.000333,0.09 LSB,PASS
11470,107.0981,107.0977,0.00043,0.11 LSB,PASS
11471,107.1028,107.1016,0.001192,0.31 LSB,PASS
11472,107.1074,107.1094,0.001952,0.50 LSB,PASS
11473,107.1121,107.1133,0.00119,0.30 LSB,PASS
11474,107.1168,107.1172,0.000429,0.11 LSB,PASS
11475,107.1214,107.1211,0.000333,0.09 LSB,PASS
11476,107.1261,107.125,0.001094,0.28 LSB,PASS
11477,107.1308,107.1328,0.002051,0.53 LSB,PASS
11478,107.1354,107.1367,0.00129,0.33 LSB,PASS
11479,107.1401,107.1406,0.00053,0.14 LSB,PASS
11480,107.1448,107.1445,0.000231,0.06 LSB,PASS
11481,107.1494,107.1484,0.000991,0.25 LSB,PASS
11482,107.1541,107.1523,0.001751,0.45 LSB,PASS
11483,107.1588,107.1602,0.001396,0.36 LSB,PASS
11484,107.1634,107.1641,0.000636,0.16 LSB,PASS
11485,107.1681,107.168,0.000124,0.03 LSB,PASS
11486,107.1728,107.1719,0.000883,0.23 LSB,PASS
11487,107.1774,107.1758,0.001642,0.42 LSB,PASS
11488,107.1821,107.1836,0.001506,0.39 LSB,PASS
11489,107.1868,107.1875,0.000747,0.19 LSB,PASS
11490,107.1914,107.1914,0.000011,0.00 LSB,PASS
11491,107.1961,107.1953,0.00077,0.20 LSB,PASS
11492,107.2007,107.1992,0.001528,0.39 LSB,PASS
11493,107.2054,107.207,0.001621,0.41 LSB,PASS
11494,107.2101,107.2109,0.000863,0.22 LSB,PASS
11495,107.2147,107.2148,0.000106,0.03 LSB,PASS
11496,107.2194,107.2188,0.000651,0.17 LSB,PASS
11497,107.2241,107.2227,0.001408,0.36 LSB,PASS
11498,107.2287,107.2305,0.001741,0.45 LSB,PASS
11499,107.2334,107.2344,0.000985,0.25 LSB,PASS
11500,107.2381,107.2383,0.000228,0.06 LSB,PASS
11501,107.2427,107.2422,0.000528,0.14 LSB,PASS
11502,107.2474,107.2461,0.001284,0.33 LSB,PASS
11503,107.252,107.2539,0.001867,0.48 LSB,PASS
11504,107.2567,107.2578,0.001111,0.28 LSB,PASS
11505,107.2614,107.2617,0.000356,0.09 LSB,PASS
11506,107.266,107.2656,0.000399,0.10 LSB,PASS
11507,107.2707,107.2695,0.001154,0.30 LSB,PASS
11508,107.2753,107.2773,0.001997,0.51 LSB,PASS
11509,107.28,107.2812,0.001243,0.32 LSB,PASS
11510,107.2847,107.2852,0.000488,0.12 LSB,PASS
11511,107.2893,107.2891,0.000266,0.07 LSB,PASS
11512,107.294,107.293,0.00102,0.26 LSB,PASS
11513,107.2986,107.2969,0.001774,0.45 LSB,PASS
11514,107.3033,107.3047,0.001379,0.35 LSB,PASS
11515,107.308,107.3086,0.000626,0.16 LSB,PASS
11516,107.3126,107.3125,0.000127,0.03 LSB,PASS
11517,107.3173,107.3164,0.00088,0.23 LSB,PASS
11518,107.3219,107.3203,0.001633,0.42 LSB,PASS
11519,107.3266,107.3281,0.001521,0.39 LSB,PASS
11520,107.3313,107.332,0.000768,0.20 LSB,PASS
11521,107.3359,107.3359,0.000016,0.00 LSB,PASS
11522,107.3406,107.3398,0.000736,0.19 LSB,PASS
11523,107.3452,107.3438,0.001487,0.38 LSB,PASS
11524,107.3499,107.3516,0.001667,0.43 LSB,PASS
11525,107.3546,107.3555,0.000916,0.23 LSB,PASS
11526,107.3592,107.3594,0.000165,0.04 LSB,PASS
11527,107.3639,107.3633,0.000586,0.15 LSB,PASS
11528,107.3685,107.3672,0.001337,0.34 LSB,PASS
11529,107.3732,107.375,0.001819,0.47 LSB,PASS
11530,107.3778,107.3789,0.001069,0.27 LSB,PASS
11531,107.3825,107.3828,0.000319,0.08 LSB,PASS
11532,107.3872,107.3867,0.000431,0.11 LSB,PASS
11533,107.3918,107.3906,0.001181,0.30 LSB,PASS
11534,107.3965,107.3984,0.001976,0.51 LSB,PASS
11535,107.4011,107.4023,0.001226,0.31 LSB,PASS
11536,107.4058,107.4062,0.000477,0.12 LSB,PASS
11537,107.4104,107.4102,0.000272,0.07 LSB,PASS
11538,107.4151,107.4141,0.00102,0.26 LSB,PASS
11539,107.4197,107.418,0.001769,0.45 LSB,PASS
11540,107.4244,107.4258,0.001389,0.36 LSB,PASS
11541,107.429,107.4297,0.000641,0.16 LSB,PASS
11542,107.4337,107.4336,0.000107,0.03 LSB,PASS
11543,107.4384,107.4375,0.000854,0.22 LSB,PASS
11544,107.443,107.4414,0.001602,0.41 LSB,PASS
11545,107.4477,107.4492,0.001557,0.40 LSB,PASS
11546,107.4523,107.4531,0.00081,0.21 LSB,PASS
11547,107.457,107.457,0.000063,0.02 LSB,PASS
11548,107.4616,107.4609,0.000684,0.17 LSB,PASS
11549,107.4663,107.4648,0.00143,0.37 LSB,PASS
11550,107.4709,107.4727,0.00173,0.44 LSB,PASS
11551,107.4756,107.4766,0.000984,0.25 LSB,PASS
11552,107.4802,107.4805,0.000238,0.06 LSB,PASS
11553,107.4849,107.4844,0.000508,0.13 LSB,PASS
11554,107.4895,107.4883,0.001253,0.32 LSB,PASS
11555,107.4942,107.4961,0.001908,0.49 LSB,PASS
11556,107.4988,107.5,0.001163,0.30 LSB,PASS
11557,107.5035,107.5039,0.000418,0.11 LSB,PASS
11558,107.5081,107.5078,0.000327,0.08 LSB,PASS
11559,107.5128,107.5117,0.001071,0.27 LSB,PASS
11560,107.5174,107.5156,0.001815,0.46 LSB,PASS
11561,107.5221,107.5234,0.001347,0.34 LSB,PASS
11562,107.5267,107.5273,0.000603,0.15 LSB,PASS
11563,107.5314,107.5312,0.000141,0.04 LSB,PASS
11564,107.536,107.5352,0.000884,0.23 LSB,PASS
11565,107.5407,107.5391,0.001627,0.42 LSB,PASS
11566,107.5453,107.5469,0.001536,0.39 LSB,PASS
11567,107.55,107.5508,0.000793,0.20 LSB,PASS
11568,107.5546,107.5547,0.00005,0.01 LSB,PASS
11569,107.5593,107.5586,0.000692,0.18 LSB,PASS
11570,107.5639,107.5625,0.001434,0.37 LSB,PASS
11571,107.5686,107.5703,0.00173,0.44 LSB,PASS
11572,107.5732,107.5742,0.000988,0.25 LSB,PASS
11573,107.5779,107.5781,0.000246,0.06 LSB,PASS
11574,107.5825,107.582,0.000495,0.13 LSB,PASS
11575,107.5872,107.5859,0.001236,0.32 LSB,PASS
11576,107.5918,107.5938,0.001929,0.49 LSB,PASS
11577,107.5965,107.5977,0.001188,0.30 LSB,PASS
11578,107.6011,107.6016,0.000447,0.11 LSB,PASS
11579,107.6058,107.6055,0.000293,0.08 LSB,PASS
11580,107.6104,107.6094,0.001033,0.26 LSB,PASS
11581,107.6151,107.6133,0.001773,0.45 LSB,PASS
11582,107.6197,107.6211,0.001393,0.36 LSB,PASS
11583,107.6243,107.625,0.000653,0.17 LSB,PASS
11584,107.629,107.6289,0.000086,0.02 LSB,PASS
11585,107.6336,107.6328,0.000825,0.21 LSB,PASS
11586,107.6383,107.6367,0.001564,0.40 LSB,PASS
11587,107.6429,107.6445,0.001603,0.41 LSB,PASS
11588,107.6476,107.6484,0.000864,0.22 LSB,PASS
11589,107.6522,107.6523,0.000126,0.03 LSB,PASS
11590,107.6569,107.6562,0.000612,0.16 LSB,PASS
11591,107.6615,107.6602,0.00135,0.35 LSB,PASS
11592,107.6662,107.668,0.001818,0.47 LSB,PASS
11593,107.6708,107.6719,0.00108,0.28 LSB,PASS
11594,107.6754,107.6758,0.000343,0.09 LSB,PASS
11595,107.6801,107.6797,0.000394,0.10 LSB,PASS
11596,107.6847,107.6836,0.001131,0.29 LSB,PASS
11597,107.6894,107.6914,0.002038,0.52 LSB,PASS
11598,107.694,107.6953,0.001302,0.33 LSB,PASS
11599,107.6987,107.6992,0.000565,0.14 LSB,PASS
11600,107.7033,107.7031,0.000171,0.04 LSB,PASS
11601,107.7079,107.707,0.000907,0.23 LSB,PASS
11602,107.7126,107.7109,0.001643,0.42 LSB,PASS
11603,107.7172,107.7188,0.001528,0.39 LSB,PASS
11604,107.7219,107.7227,0.000792,0.20 LSB,PASS
11605,107.7265,107.7266,0.000057,0.01 LSB,PASS
11606,107.7311,107.7305,0.000678,0.17 LSB,PASS
11607,107.7358,107.7344,0.001413,0.36 LSB,PASS
11608,107.7404,107.7422,0.001759,0.45 LSB,PASS
11609,107.7451,107.7461,0.001024,0.26 LSB,PASS
11610,107.7497,107.75,0.00029,0.07 LSB,PASS
11611,107.7544,107.7539,0.000444,0.11 LSB,PASS
11612,107.759,107.7578,0.001178,0.30 LSB,PASS
11613,107.7636,107.7656,0.001995,0.51 LSB,PASS
11614,107.7683,107.7695,0.001261,0.32 LSB,PASS
11615,107.7729,107.7734,0.000528,0.14 LSB,PASS
11616,107.7775,107.7773,0.000205,0.05 LSB,PASS
11617,107.7822,107.7812,0.000938,0.24 LSB,PASS
11618,107.7868,107.7852,0.00167,0.43 LSB,PASS
11619,107.7915,107.793,0.001503,0.38 LSB,PASS
11620,107.7961,107.7969,0.000771,0.20 LSB,PASS
11621,107.8007,107.8008,0.000039,0.01 LSB,PASS
11622,107.8054,107.8047,0.000693,0.18 LSB,PASS
11623,107.81,107.8086,0.001424,0.36 LSB,PASS
11624,107.8147,107.8164,0.00175,0.45 LSB,PASS
11625,107.8193,107.8203,0.001019,0.26 LSB,PASS
11626,107.8239,107.8242,0.000288,0.07 LSB,PASS
11627,107.8286,107.8281,0.000443,0.11 LSB,PASS
11628,107.8332,107.832,0.001173,0.30 LSB,PASS
11629,107.8378,107.8398,0.002003,0.51 LSB,PASS
11630,107.8425,107.8438,0.001272,0.33 LSB,PASS
11631,107.8471,107.8477,0.000542,0.14 LSB,PASS
11632,107.8518,107.8516,0.000188,0.05 LSB,PASS
11633,107.8564,107.8555,0.000917,0.23 LSB,PASS
11634,107.861,107.8594,0.001647,0.42 LSB,PASS
11635,107.8657,107.8672,0.00153,0.39 LSB,PASS
11636,107.8703,107.8711,0.000801,0.21 LSB,PASS
11637,107.8749,107.875,0.000072,0.02 LSB,PASS
11638,107.8796,107.8789,0.000656,0.17 LSB,PASS
11639,107.8842,107.8828,0.001385,0.35 LSB,PASS
11640,107.8888,107.8906,0.001793,0.46 LSB,PASS
11641,107.8935,107.8945,0.001065,0.27 LSB,PASS
11642,107.8981,107.8984,0.000337,0.09 LSB,PASS
11643,107.9027,107.9023,0.00039,0.10 LSB,PASS
11644,107.9074,107.9062,0.001118,0.29 LSB,PASS
11645,107.912,107.9141,0.002061,0.53 LSB,PASS
11646,107.9166,107.918,0.001334,0.34 LSB,PASS
11647,107.9213,107.9219,0.000607,0.16 LSB,PASS
11648,107.9259,107.9258,0.000119,0.03 LSB,PASS
11649,107.9305,107.9297,0.000846,0.22 LSB,PASS
11650,107.9352,107.9336,0.001572,0.40 LSB,PASS
11651,107.9398,107.9414,0.001608,0.41 LSB,PASS
11652,107.9444,107.9453,0.000882,0.23 LSB,PASS
11653,107.9491,107.9492,0.000157,0.04 LSB,PASS
11654,107.9537,107.9531,0.000569,0.15 LSB,PASS
11655,107.9583,107.957,0.001294,0.33 LSB,PASS
11656,107.963,107.9648,0.001887,0.48 LSB,PASS
11657,107.9676,107.9688,0.001162,0.30 LSB,PASS
11658,107.9722,107.9727,0.000438,0.11 LSB,PASS
11659,107.9768,107.9766,0.000287,0.07 LSB,PASS
11660,107.9815,107.9805,0.001011,0.26 LSB,PASS
11661,107.9861,107.9844,0.001735,0.44 LSB,PASS
11662,107.9907,107.9922,0.001447,0.37 LSB,PASS
11663,107.9954,107.9961,0.000723,0.19 LSB,PASS
11664,108,108,0,0.00 LSB,PASS
11665,108.0046,108.0039,0.000723,0.19 LSB,PASS
11666,108.0093,108.0078,0.001446,0.37 LSB,PASS
11667,108.0139,108.0156,0.001737,0.44 LSB,PASS
11668,108.0185,108.0195,0.001014,0.26 LSB,PASS
11669,108.0231,108.0234,0.000292,0.07 LSB,PASS
11670,108.0278,108.0273,0.00043,0.11 LSB,PASS
11671,108.0324,108.0312,0.001153,0.30 LSB,PASS
11672,108.037,108.0391,0.002032,0.52 LSB,PASS
11673,108.0417,108.043,0.00131,0.34 LSB,PASS
11674,108.0463,108.0469,0.000589,0.15 LSB,PASS
11675,108.0509,108.0508,0.000133,0.03 LSB,PASS
11676,108.0555,108.0547,0.000854,0.22 LSB,PASS
11677,108.0602,108.0586,0.001575,0.40 LSB,PASS
11678,108.0648,108.0664,0.001611,0.41 LSB,PASS
11679,108.0694,108.0703,0.00089,0.23 LSB,PASS
11680,108.074,108.0742,0.00017,0.04 LSB,PASS
11681,108.0787,108.0781,0.00055,0.14 LSB,PASS
11682,108.0833,108.082,0.00127,0.33 LSB,PASS
11683,108.0879,108.0898,0.001917,0.49 LSB,PASS
11684,108.0926,108.0938,0.001197,0.31 LSB,PASS
11685,108.0972,108.0977,0.000478,0.12 LSB,PASS
11686,108.1018,108.1016,0.000241,0.06 LSB,PASS
11687,108.1064,108.1055,0.00096,0.25 LSB,PASS
11688,108.1111,108.1094,0.001679,0.43 LSB,PASS
11689,108.1157,108.1172,0.001509,0.39 LSB,PASS
11690,108.1203,108.1211,0.00079,0.20 LSB,PASS
11691,108.1249,108.125,0.000072,0.02 LSB,PASS
11692,108.1296,108.1289,0.000646,0.17 LSB,PASS
11693,108.1342,108.1328,0.001363,0.35 LSB,PASS
11694,108.1388,108.1406,0.001825,0.47 LSB,PASS
11695,108.1434,108.1445,0.001108,0.28 LSB,PASS
11696,108.148,108.1484,0.000391,0.10 LSB,PASS
11697,108.1527,108.1523,0.000326,0.08 LSB,PASS
11698,108.1573,108.1562,0.001043,0.27 LSB,PASS
11699,108.1619,108.1602,0.001759,0.45 LSB,PASS
11700,108.1665,108.168,0.00143,0.37 LSB,PASS
11701,108.1712,108.1719,0.000714,0.18 LSB,PASS
11702,108.1758,108.1758,0.000002,0.00 LSB,PASS
11703,108.1804,108.1797,0.000717,0.18 LSB,PASS
11704,108.185,108.1836,0.001433,0.37 LSB,PASS
11705,108.1896,108.1914,0.001758,0.45 LSB,PASS
11706,108.1943,108.1953,0.001043,0.27 LSB,PASS
11707,108.1989,108.1992,0.000328,0.08 LSB,PASS
11708,108.2035,108.2031,0.000387,0.10 LSB,PASS
11709,108.2081,108.207,0.001102,0.28 LSB,PASS
11710,108.2128,108.2109,0.001816,0.46 LSB,PASS
11711,108.2174,108.2188,0.001376,0.35 LSB,PASS
11712,108.222,108.2227,0.000662,0.17 LSB,PASS
11713,108.2266,108.2266,0.000052,0.01 LSB,PASS
11714,108.2312,108.2305,0.000765,0.20 LSB,PASS
11715,108.2359,108.2344,0.001479,0.38 LSB,PASS
11716,108.2405,108.2422,0.001714,0.44 LSB,PASS
11717,108.2451,108.2461,0.001001,0.26 LSB,PASS
11718,108.2497,108.25,0.000289,0.07 LSB,PASS
11719,108.2543,108.2539,0.000424,0.11 LSB,PASS
11720,108.2589,108.2578,0.001136,0.29 LSB,PASS
11721,108.2636,108.2656,0.002058,0.53 LSB,PASS
11722,108.2682,108.2695,0.001346,0.34 LSB,PASS
11723,108.2728,108.2734,0.000634,0.16 LSB,PASS
11724,108.2774,108.2773,0.000078,0.02 LSB,PASS
11725,108.282,108.2812,0.000789,0.20 LSB,PASS
11726,108.2867,108.2852,0.0015,0.38 LSB,PASS
11727,108.2913,108.293,0.001695,0.43 LSB,PASS
11728,108.2959,108.2969,0.000984,0.25 LSB,PASS
11729,108.3005,108.3008,0.000273,0.07 LSB,PASS
11730,108.3051,108.3047,0.000437,0.11 LSB,PASS
11731,108.3097,108.3086,0.001147,0.29 LSB,PASS
11732,108.3144,108.3164,0.002049,0.52 LSB,PASS
11733,108.319,108.3203,0.001339,0.34 LSB,PASS
11734,108.3236,108.3242,0.000629,0.16 LSB,PASS
11735,108.3282,108.3281,0.00008,0.02 LSB,PASS
11736,108.3328,108.332,0.000789,0.20 LSB,PASS
11737,108.3374,108.3359,0.001498,0.38 LSB,PASS
11738,108.3421,108.3438,0.001699,0.43 LSB,PASS
11739,108.3467,108.3477,0.00099,0.25 LSB,PASS
11740,108.3513,108.3516,0.000282,0.07 LSB,PASS
11741,108.3559,108.3555,0.000426,0.11 LSB,PASS
11742,108.3605,108.3594,0.001134,0.29 LSB,PASS
11743,108.3651,108.3672,0.002064,0.53 LSB,PASS
11744,108.3697,108.3711,0.001356,0.35 LSB,PASS
11745,108.3744,108.375,0.000649,0.17 LSB,PASS
11746,108.379,108.3789,0.000058,0.01 LSB,PASS
11747,108.3836,108.3828,0.000766,0.20 LSB,PASS
11748,108.3882,108.3867,0.001472,0.38 LSB,PASS
11749,108.3928,108.3945,0.001727,0.44 LSB,PASS
11750,108.3974,108.3984,0.001021,0.26 LSB,PASS
11751,108.402,108.4023,0.000314,0.08 LSB,PASS
11752,108.4066,108.4062,0.000392,0.10 LSB,PASS
11753,108.4113,108.4102,0.001098,0.28 LSB,PASS
11754,108.4159,108.4141,0.001803,0.46 LSB,PASS
11755,108.4205,108.4219,0.001397,0.36 LSB,PASS
11756,108.4251,108.4258,0.000692,0.18 LSB,PASS
11757,108.4297,108.4297,0.000013,0.00 LSB,PASS
11758,108.4343,108.4336,0.000718,0.18 LSB,PASS
11759,108.4389,108.4375,0.001423,0.36 LSB,PASS
11760,108.4435,108.4453,0.001779,0.46 LSB,PASS
11761,108.4481,108.4492,0.001074,0.28 LSB,PASS
11762,108.4528,108.4531,0.00037,0.09 LSB,PASS
11763,108.4574,108.457,0.000334,0.09 LSB,PASS
11764,108.462,108.4609,0.001037,0.27 LSB,PASS
11765,108.4666,108.4648,0.001741,0.45 LSB,PASS
11766,108.4712,108.4727,0.001462,0.37 LSB,PASS
11767,108.4758,108.4766,0.000759,0.19 LSB,PASS
11768,108.4804,108.4805,0.000056,0.01 LSB,PASS
11769,108.485,108.4844,0.000647,0.17 LSB,PASS
11770,108.4896,108.4883,0.00135,0.35 LSB,PASS
11771,108.4942,108.4961,0.001854,0.47 LSB,PASS
11772,108.4988,108.5,0.001152,0.29 LSB,PASS
11773,108.5035,108.5039,0.00045,0.12 LSB,PASS
11774,108.5081,108.5078,0.000252,0.06 LSB,PASS
11775,108.5127,108.5117,0.000953,0.24 LSB,PASS
11776,108.5173,108.5156,0.001655,0.42 LSB,PASS
11777,108.5219,108.5234,0.00155,0.40 LSB,PASS
11778,108.5265,108.5273,0.000849,0.22 LSB,PASS
11779,108.5311,108.5312,0.000148,0.04 LSB,PASS
11780,108.5357,108.5352,0.000552,0.14 LSB,PASS
11781,108.5403,108.5391,0.001253,0.32 LSB,PASS
11782,108.5449,108.5469,0.001953,0.50 LSB,PASS
